x, y
-11.504393673110723, -2.2298850574712645
-10.485061511423552, 0.1379310344827589
-9.430579964850617, 0.8275862068965516
-8.481546572934976, -0.16091954022988553
-4.439367311072058, 0.3448275862068968
-3.420035149384887, -0.43678160919540243
0.7627416520210879, -0.735632183908046
1.3954305799648488, 0.11494252873563227
-11.504393673110723, -0.5977011494252871
-10.379613356766258, -0.29885057471264354
-9.465729349736382, 0.18390804597701127
-8.446397188049211, 0.18390804597701127
-7.49736379613357, -0.45977011494252906
-6.442882249560634, -0.8275862068965516
-5.458699472759228, -0.3448275862068968
-4.509666080843587, 0.22988505747126453
-3.420035149384887, 0.22988505747126453
-2.4710017574692458, -0.18390804597701127
-2.541300527240775, -3.3103448275862064
-0.3971880492091415, -0.735632183908046
-1.5219683655536045, -1.2413793103448274
0.6572934973637956, -0.39080459770114917
1.4305799648506152, -0.16091954022988553
2.5202108963093117, -1.1034482758620694
-12.418277680140598, -0.32183908045977017
-11.469244288224957, 0.11494252873563227
-10.449912126537786, 0.7126436781609193
-9.465729349736382, 0.9425287356321839
-8.481546572934976, 0.8965517241379306
-7.462214411247805, 0.5287356321839081
-6.478031634446399, -0.5287356321839081
-5.458699472759228, 0.2068965517241379
-4.404217926186293, 1.1034482758620685
-3.4903339191564164, 0.5287356321839081
-2.541300527240775, -0.43678160919540243
-1.4868189806678416, -1.264367816091954
-0.43233743409490444, -0.04597701149425326
0.5869947275922662, 0.18390804597701127
1.5360281195079075, 0.666666666666667
2.4499121265377823, -1.3103448275862073
3.6098418277680118, -0.7816091954022992
-11.504393673110723, 1.1034482758620685
-10.485061511423552, 1.0344827586206895
-9.465729349736382, 1.1724137931034484
-8.481546572934976, 1.5172413793103452
-7.462214411247805, 1.0344827586206895
-6.478031634446399, 1.195402298850575
-5.458699472759228, 0.735632183908046
-5.493848857644993, -1.0114942528735638
-4.439367311072058, 0.5057471264367814
-3.4903339191564164, 0.6896551724137927
-2.57644991212654, 0.2068965517241379
1.500878734622141, -0.7586206896551726
2.485061511423549, 0.9425287356321839
3.5043936731107195, 0.7126436781609193
4.52372583479789, -0.5977011494252871
