Species;Year;Quarter;Species Number;Age;M1;M2;M;F;Z;Stock Numbers;Catch numbers (1000);Mean Stock weight (kg);Catch Mean weight (kg);Yield (tonnes);Proportion Mature;Biomass (tonnes);Spawning Biomasss (tonnes)
Cod;1968;1;15;4;0.05;0;0.05;0.222459;0.272459;24625.9;12392.3;4.094;4.094;50734;0.62;100818;62507.3
Cod;1968;1;15;5;0.05;0;0.05;0.226816;0.276816;12393.1;6076.07;5.341;5.341;32452.3;0.86;66191.6;56924.7
Cod;1968;1;15;6;0.05;0;0.05;0.231752;0.281752;3452.15;1414.4;8.02;8.02;11343.4;1;27686.3;27686.3
Cod;1968;1;15;7;0.05;0;0.05;0.228143;0.278143;2579.79;870.269;8.581;8.581;7467.78;1;22137.2;22137.2
Cod;1968;1;15;8;0.05;0;0.05;0.228143;0.278143;750.031;308.655;10.162;10.162;3136.55;1;7621.82;7621.82
Cod;1968;1;15;9;0.05;0;0.05;0.228143;0.278143;356.448;151.149;10.72;10.72;1620.32;1;3821.12;3821.12
Cod;1968;1;15;10;0.05;0;0.05;0.228143;0.278143;404.798;158.166;12.497;12.635;1998.43;1;5058.76;5058.76
Cod;1968;2;15;1;0.05;0.155469;0.2;0.0208322;0.226301;261608;0;0.116;0.001;0;0.01;30346.5;303.465
Cod;1968;2;15;2;0.05;0.0546358;0.0875;0.254227;0.358863;167756;0;0.682;0.001;0;0.05;114410;5720.48
Cod;1968;2;15;3;0.05;0;0.0625;0.25974;0.30974;59949.2;0;2.94437;0.001;0;0.23;176513;40597.9
Cod;1968;2;15;4;0.05;0;0.05;0.216071;0.266071;18752.7;0;4.95002;0.001;0;0.62;92826.2;57552.3
Cod;1968;2;15;5;0.05;0;0.05;0.193555;0.243555;9396.38;0;5.7526;0.001;0;0.86;54053.6;46486.1
Cod;1968;2;15;6;0.05;0;0.05;0.197768;0.247768;2604.51;0;8.45407;0.001;0;1;22018.7;22018.7
Cod;1968;2;15;7;0.05;0;0.05;0.194689;0.244689;1953.39;0;9.35329;0.001;0;1;18270.6;18270.6
Cod;1968;2;15;8;0.05;0;0.05;0.194689;0.244689;567.915;0;10.4417;0.001;0;1;5929.99;5929.99
Cod;1968;2;15;9;0.05;0;0.05;0.194689;0.244689;269.898;0;10.9836;0.001;0;1;2964.46;2964.46
Cod;1968;2;15;10;0.05;0;0.05;0.194689;0.244689;306.508;0;12.6849;0.001;0;1;3888.03;3888.03
Cod;1968;3;15;0;0.05;0.751164;0.675;0;0.801164;1285730;0;0.00598;0.001;0;0;7688.66;0
Cod;1968;3;15;1;0.05;0.0858695;0.2;0.0882889;0.224158;208627;0;0.23;0.001;0;0.01;47984.1;479.841
Cod;1968;3;15;2;0.05;0.0402309;0.0875;0.201629;0.29186;117173;0;0.829;0.001;0;0.05;97136;4856.8
Cod;1968;3;15;3;0.05;0;0.0625;0.15324;0.20324;43981;0;3.35658;0.001;0;0.23;147626;33954
Cod;1968;3;15;4;0.05;0;0.05;0.127476;0.177476;14371.8;0;5.68198;0.001;0;0.62;81660.1;50629.3
Cod;1968;3;15;5;0.05;0;0.05;0.10925;0.15925;7365.22;0;6.6738;0.001;0;0.86;49154;42272.5
Cod;1968;3;15;6;0.05;0;0.05;0.111628;0.161628;2032.93;0;8.67111;0.001;0;1;17627.7;17627.7
Cod;1968;3;15;7;0.05;0;0.05;0.10989;0.15989;1529.4;0;10.2972;0.001;0;1;15748.6;15748.6
Cod;1968;3;15;8;0.05;0;0.05;0.10989;0.15989;444.648;0;10.8146;0.001;0;1;4808.69;4808.69
Cod;1968;3;15;9;0.05;0;0.05;0.10989;0.15989;211.316;0;11.2472;0.001;0;1;2376.72;2376.72
Cod;1968;3;15;10;0.05;0;0.05;0.10989;0.15989;239.98;0;12.8729;0.001;0;1;3089.23;3089.23
Cod;1968;4;15;0;0.05;0.299583;0.675;0;0.349583;577043;0;0.0225;0.001;0;0;12983.5;0
Cod;1968;4;15;1;0.05;0.152982;0.2;0.248003;0.450984;166732;0;0.377;0.001;0;0.01;62857.9;628.579
Cod;1968;4;15;2;0.05;0.0513686;0.0875;0.121756;0.223125;87513.1;0;1.12;0.001;0;0.05;98014.6;4900.73
Cod;1968;4;15;3;0.05;0;0.0625;0.083464;0.133464;35892.1;0;3.90129;0.001;0;0.23;140026;32205.9
Cod;1968;4;15;4;0.05;0;0.05;0.0694316;0.119432;12034.7;0;6.25265;0.001;0;0.62;75248.6;46654.1
Cod;1968;4;15;5;0.05;0;0.05;0.0577433;0.107743;6280.93;0;7.3794;0.001;0;0.86;46349.5;39860.6
Cod;1968;4;15;6;0.05;0;0.05;0.059;0.109;1729.53;0;9.01216;0.001;0;1;15586.8;15586.8
Cod;1968;4;15;7;0.05;0;0.05;0.0580813;0.108081;1303.41;0;10.3925;0.001;0;1;13545.8;13545.8
Cod;1968;4;15;8;0.05;0;0.05;0.0580813;0.108081;378.946;0;11.0943;0.001;0;1;4204.13;4204.13
Cod;1968;4;15;9;0.05;0;0.05;0.0580813;0.108081;180.092;0;11.423;0.001;0;1;2057.18;2057.18
Cod;1968;4;15;10;0.05;0;0.05;0.0580813;0.108081;204.52;0;13.1547;0.001;0;1;2690.41;2690.41
Cod;1969;1;15;1;0.05;0.171375;0.2;0.0068792;0.228254;406805;5461.65;0.0519;0.416;2272.04;0.01;21113.2;211.132
Cod;1969;1;15;2;0.05;0.0594032;0.0875;0.206017;0.31542;106208;33005.2;0.576;0.755;24918.9;0.05;61176;3058.8
Cod;1969;1;15;3;0.05;0.000812081;0.0625;0.231805;0.282617;70011.8;31691.1;2.133;2.127;67406.9;0.23;149335;34347.1
Cod;1969;1;15;4;0.05;0;0.05;0.192833;0.242833;31407.7;13710.2;3.852;3.852;52811.6;0.62;120983;75009.2
Cod;1969;1;15;5;0.05;0;0.05;0.19661;0.24661;10679.9;4565.2;5.715;5.715;26090.1;0.86;61035.4;52490.4
Cod;1969;1;15;6;0.05;0;0.05;0.200889;0.250889;5639.39;2895.46;6.722;6.722;19463.3;1;37908;37908
Cod;1969;1;15;7;0.05;0;0.05;0.197761;0.247761;1550.92;587.59;9.262;9.262;5442.26;1;14364.6;14364.6
Cod;1969;1;15;8;0.05;0;0.05;0.197761;0.247761;1169.89;422.116;9.749;9.749;4115.21;1;11405.2;11405.2
Cod;1969;1;15;9;0.05;0;0.05;0.197761;0.247761;340.124;147.325;10.384;10.384;1529.82;1;3531.85;3531.85
Cod;1969;1;15;10;0.05;0;0.05;0.197761;0.247761;345.21;199.182;12.743;12.75;2539.57;1;4399.01;4399.01
Cod;1969;2;15;1;0.05;0.173107;0.2;0.0180579;0.241165;323785;0;0.116;0.001;0;0.01;37559.1;375.591
Cod;1969;2;15;2;0.05;0.0683729;0.0875;0.220371;0.338744;77477.1;0;0.682;0.001;0;0.05;52839.4;2641.97
Cod;1969;2;15;3;0.05;0;0.0625;0.225149;0.275149;52775.4;0;2.82517;0.001;0;0.23;149099;34292.9
Cod;1969;2;15;4;0.05;0;0.05;0.187296;0.237296;24636.3;0;4.65742;0.001;0;0.62;114742;71139.8
Cod;1969;2;15;5;0.05;0;0.05;0.167779;0.217779;8345.72;0;6.15542;0.001;0;0.86;51371.5;44179.5
Cod;1969;2;15;6;0.05;0;0.05;0.17143;0.22143;4388.06;0;7.08582;0.001;0;1;31093;31093
Cod;1969;2;15;7;0.05;0;0.05;0.168761;0.218761;1210.57;0;10.0956;0.001;0;1;12221.4;12221.4
Cod;1969;2;15;8;0.05;0;0.05;0.168761;0.218761;913.15;0;10.0173;0.001;0;1;9147.32;9147.32
Cod;1969;2;15;9;0.05;0;0.05;0.168761;0.218761;265.483;0;10.6393;0.001;0;1;2824.57;2824.57
Cod;1969;2;15;10;0.05;0;0.05;0.168761;0.218761;269.453;0;12.9346;0.001;0;1;3485.27;3485.27
Cod;1969;3;15;0;0.05;0.66412;0.675;0;0.71412;4026620;0;0.00598;0.001;0;0;24079.2;0
Cod;1969;3;15;1;0.05;0.107214;0.2;0.0765311;0.233745;254402;0;0.23;0.001;0;0.01;58512.4;585.124
Cod;1969;3;15;2;0.05;0.0561771;0.0875;0.174777;0.280954;55215.2;0;0.829;0.001;0;0.05;45773.4;2288.67
Cod;1969;3;15;3;0.05;0;0.0625;0.132832;0.182832;40080.8;0;3.22069;0.001;0;0.23;129088;29690.2
Cod;1969;3;15;4;0.05;0;0.05;0.1105;0.1605;19432.1;0;5.34611;0.001;0;0.62;103886;64409.3
Cod;1969;3;15;5;0.05;0;0.05;0.094701;0.144701;6712.49;0;7.14113;0.001;0;0.86;47934.8;41223.9
Cod;1969;3;15;6;0.05;0;0.05;0.096762;0.146762;3516.47;0;7.26773;0.001;0;1;25556.7;25556.7
Cod;1969;3;15;7;0.05;0;0.05;0.0952553;0.145255;972.707;0;11.1144;0.001;0;1;10811.1;10811.1
Cod;1969;3;15;8;0.05;0;0.05;0.0952553;0.145255;733.729;0;10.3751;0.001;0;1;7612.49;7612.49
Cod;1969;3;15;9;0.05;0;0.05;0.0952553;0.145255;213.319;0;10.8947;0.001;0;1;2324.05;2324.05
Cod;1969;3;15;10;0.05;0;0.05;0.0952553;0.145255;216.509;0;13.1262;0.001;0;1;2841.95;2841.95
Cod;1969;4;15;0;0.05;0.488156;0.675;0;0.538156;1971520;0;0.0225;0.001;0;0;44359.3;0
Cod;1969;4;15;1;0.05;0.180303;0.2;0.214975;0.445278;201375;0;0.377;0.001;0;0.01;75918.4;759.184
Cod;1969;4;15;2;0.05;0.0744213;0.0875;0.105542;0.229963;41691;0;1.12;0.001;0;0.05;46693.9;2334.7
Cod;1969;4;15;3;0.05;0;0.0625;0.0723487;0.122349;33383.6;0;3.74334;0.001;0;0.23;124966;28742.2
Cod;1969;4;15;4;0.05;0;0.05;0.0601851;0.110185;16550.6;0;5.88305;0.001;0;0.62;97368.4;60368.4
Cod;1969;4;15;5;0.05;0;0.05;0.0500534;0.100053;5808.19;0;7.89614;0.001;0;0.86;45862.3;39441.6
Cod;1969;4;15;6;0.05;0;0.05;0.0511427;0.101143;3036.47;0;7.55359;0.001;0;1;22936.2;22936.2
Cod;1969;4;15;7;0.05;0;0.05;0.0503464;0.100346;841.199;0;11.2173;0.001;0;1;9435.99;9435.99
Cod;1969;4;15;8;0.05;0;0.05;0.0503464;0.100346;634.53;0;10.6434;0.001;0;1;6753.55;6753.55
Cod;1969;4;15;9;0.05;0;0.05;0.0503464;0.100346;184.479;0;11.0649;0.001;0;1;2041.24;2041.24
Cod;1969;4;15;10;0.05;0;0.05;0.0503464;0.100346;187.237;0;13.4137;0.001;0;1;2511.54;2511.54
Cod;1970;1;15;1;0.05;0.229939;0.2;0.00666102;0.2866;1151020;107718;0.0519;0.449;48365.4;0.01;59738.1;597.381
Cod;1970;1;15;2;0.05;0.0938708;0.0875;0.199483;0.343354;129010;42617.2;0.576;0.845;36011.6;0.05;74309.9;3715.5
Cod;1970;1;15;3;0.05;0.00302425;0.0625;0.224453;0.277478;33126.1;18640.4;2.041;2.028;37802.6;0.23;67610.4;15550.4
Cod;1970;1;15;4;0.05;0;0.05;0.186717;0.236717;29539.1;13338.7;4.001;4.001;53368.1;0.62;118186;73275.3
Cod;1970;1;15;5;0.05;0;0.05;0.190374;0.240374;14823.9;6297.1;6.131;6.131;38607.6;0.86;90885.3;78161.3
Cod;1970;1;15;6;0.05;0;0.05;0.194517;0.244517;5255.19;1762.7;7.945;7.945;14004.6;1;41752.5;41752.5
Cod;1970;1;15;7;0.05;0;0.05;0.191488;0.241488;2744.37;960.967;9.953;9.953;9564.5;1;27314.7;27314.7
Cod;1970;1;15;8;0.05;0;0.05;0.191488;0.241488;760.885;209.068;10.131;10.131;2118.07;1;7708.52;7708.52
Cod;1970;1;15;9;0.05;0;0.05;0.191488;0.241488;573.947;186.054;11.919;11.919;2217.58;1;6840.88;6840.88
Cod;1970;1;15;10;0.05;0;0.05;0.191488;0.241488;336.226;177.072;12.554;13.37;2367.45;1;4220.98;4220.98
Cod;1970;2;15;1;0.05;0.214866;0.2;0.0174852;0.282351;864202;0;0.116;0.001;0;0.01;100247;1002.47
Cod;1970;2;15;2;0.05;0.105602;0.0875;0.213382;0.368984;91518.2;0;0.682;0.001;0;0.05;62415.4;3120.77
Cod;1970;2;15;3;0.05;0;0.0625;0.218008;0.268008;25099.4;0;2.70331;0.001;0;0.23;67851.5;15605.8
Cod;1970;2;15;4;0.05;0;0.05;0.181356;0.231356;23312.7;0;4.83757;0.001;0;0.62;112777;69921.7
Cod;1970;2;15;5;0.05;0;0.05;0.162458;0.212458;11656.5;0;6.60348;0.001;0;0.86;76973.6;66197.3
Cod;1970;2;15;6;0.05;0;0.05;0.165993;0.215993;4115.25;0;8.37501;0.001;0;1;34465.3;34465.3
Cod;1970;2;15;7;0.05;0;0.05;0.163409;0.213409;2155.59;0;10.8488;0.001;0;1;23385.5;23385.5
Cod;1970;2;15;8;0.05;0;0.05;0.163409;0.213409;597.643;0;10.4098;0.001;0;1;6221.36;6221.36
Cod;1970;2;15;9;0.05;0;0.05;0.163409;0.213409;450.811;0;12.2121;0.001;0;1;5505.35;5505.35
Cod;1970;2;15;10;0.05;0;0.05;0.163409;0.213409;264.091;0;12.7428;0.001;0;1;3365.26;3365.26
Cod;1970;3;15;0;0.05;0.639781;0.675;0;0.689781;5023360;0;0.00598;0.001;0;0;30039.7;0
Cod;1970;3;15;1;0.05;0.114671;0.2;0.0741039;0.238775;651616;0;0.23;0.001;0;0.01;149872;1498.72
Cod;1970;3;15;2;0.05;0.077137;0.0875;0.169234;0.296371;63279.1;0;0.829;0.001;0;0.05;52458.3;2622.92
Cod;1970;3;15;3;0.05;0;0.0625;0.128619;0.178619;19198.6;0;3.08177;0.001;0;0.23;59165.7;13608.1
Cod;1970;3;15;4;0.05;0;0.05;0.106995;0.156995;18497.6;0;5.5529;0.001;0;0.62;102716;63683.6
Cod;1970;3;15;5;0.05;0;0.05;0.0916974;0.141697;9425.4;0;7.66094;0.001;0;0.86;72207.4;62098.4
Cod;1970;3;15;6;0.05;0;0.05;0.0936931;0.143693;3315.82;0;8.59002;0.001;0;1;28483;28483
Cod;1970;3;15;7;0.05;0;0.05;0.0922342;0.142234;1741.34;0;11.9436;0.001;0;1;20797.9;20797.9
Cod;1970;3;15;8;0.05;0;0.05;0.0922342;0.142234;482.791;0;10.7816;0.001;0;1;5205.27;5205.27
Cod;1970;3;15;9;0.05;0;0.05;0.0922342;0.142234;364.177;0;12.5052;0.001;0;1;4554.1;4554.1
Cod;1970;3;15;10;0.05;0;0.05;0.0922342;0.142234;213.34;0;12.9316;0.001;0;1;2758.82;2758.82
Cod;1970;4;15;0;0.05;0.460701;0.675;0;0.510701;2520150;0;0.0225;0.001;0;0;56703.4;0
Cod;1970;4;15;1;0.05;0.173909;0.2;0.208157;0.432066;513208;0;0.377;0.001;0;0.01;193479;1934.79
Cod;1970;4;15;2;0.05;0.0948583;0.0875;0.102194;0.247053;47048.7;0;1.12;0.001;0;0.05;52694.6;2634.73
Cod;1970;4;15;3;0.05;0;0.0625;0.0700541;0.120054;16058.2;0;3.58189;0.001;0;0.23;57518.5;13229.3
Cod;1970;4;15;4;0.05;0;0.05;0.0582763;0.108276;15810.1;0;6.11062;0.001;0;0.62;96609.3;59897.8
Cod;1970;4;15;5;0.05;0;0.05;0.0484659;0.0984659;8180.16;0;8.47091;0.001;0;0.86;69293.3;59592.3
Cod;1970;4;15;6;0.05;0;0.05;0.0495207;0.0995207;2872.01;0;8.92789;0.001;0;1;25641;25641
Cod;1970;4;15;7;0.05;0;0.05;0.0487496;0.0987496;1510.47;0;12.0542;0.001;0;1;18207.5;18207.5
Cod;1970;4;15;8;0.05;0;0.05;0.0487496;0.0987496;418.782;0;11.0604;0.001;0;1;4631.92;4631.92
Cod;1970;4;15;9;0.05;0;0.05;0.0487496;0.0987496;315.894;0;12.7006;0.001;0;1;4012.03;4012.03
Cod;1970;4;15;10;0.05;0;0.05;0.0487496;0.0987496;185.055;0;13.2147;0.001;0;1;2445.45;2445.45
Cod;1971;1;15;1;0.05;0.281911;0.2;0.00831679;0.340228;1512280;305050;0.0519;0.313;95480.7;0.01;78487.2;784.872
Cod;1971;1;15;2;0.05;0.0873459;0.0875;0.24907;0.386416;333157;192757;0.576;0.834;160759;0.05;191899;9594.93
Cod;1971;1;15;3;0.05;0.00762953;0.0625;0.280247;0.337876;36749.8;17266;2.193;2.188;37777.9;0.23;80592.2;18536.2
Cod;1971;1;15;4;0.05;0;0.05;0.23313;0.28313;14241.5;6754;4.258;4.258;28758.5;0.62;60640.5;37597.1
Cod;1971;1;15;5;0.05;0;0.05;0.237696;0.287696;14187.6;7100.89;6.528;6.528;46354.6;0.86;92616.9;79650.6
Cod;1971;1;15;6;0.05;0;0.05;0.242869;0.292869;7413.07;2699.84;8.646;8.646;23342.8;1;64093.4;64093.4
Cod;1971;1;15;7;0.05;0;0.05;0.239088;0.289088;2599.95;892.953;10.356;10.356;9247.42;1;26925.1;26925.1
Cod;1971;1;15;8;0.05;0;0.05;0.239088;0.289088;1368.44;457.594;11.219;11.219;5133.75;1;15352.5;15352.5
Cod;1971;1;15;9;0.05;0;0.05;0.239088;0.289088;379.404;228.141;12.881;12.881;2938.68;1;4887.1;4887.1
Cod;1971;1;15;10;0.05;0;0.05;0.239088;0.289088;453.844;260.77;13.147;14.438;3765;1;5966.69;5966.69
Cod;1971;2;15;1;0.05;0.239839;0.2;0.0218316;0.311671;1076150;0;0.116;0.001;0;0.01;124833;1248.33
Cod;1971;2;15;2;0.05;0.0832412;0.0875;0.266423;0.399664;226376;0;0.682;0.001;0;0.05;154389;7719.43
Cod;1971;2;15;3;0.05;0;0.0625;0.2722;0.3222;26213;0;2.90464;0.001;0;0.23;76139.2;17512
Cod;1971;2;15;4;0.05;0;0.05;0.226436;0.276436;10729.9;0;5.14831;0.001;0;0.62;55240.7;34249.3
Cod;1971;2;15;5;0.05;0;0.05;0.202841;0.252841;10640.6;0;7.03108;0.001;0;0.86;74814.7;64340.7
Cod;1971;2;15;6;0.05;0;0.05;0.207255;0.257255;5531.04;0;9.11395;0.001;0;1;50409.7;50409.7
Cod;1971;2;15;7;0.05;0;0.05;0.204028;0.254028;1947.22;0;11.288;0.001;0;1;21980.3;21980.3
Cod;1971;2;15;8;0.05;0;0.05;0.204028;0.254028;1024.89;0;11.5278;0.001;0;1;11814.7;11814.7
Cod;1971;2;15;9;0.05;0;0.05;0.204028;0.254028;284.153;0;13.1977;0.001;0;1;3750.18;3750.18
Cod;1971;2;15;10;0.05;0;0.05;0.204028;0.254028;339.905;0;13.3447;0.001;0;1;4535.93;4535.93
Cod;1971;3;15;0;0.05;0.493054;0.675;0;0.543054;1192500;0;0.00598;0.001;0;0;7131.13;0
Cod;1971;3;15;1;0.05;0.0835599;0.2;0.0925242;0.226084;787981;0;0.23;0.001;0;0.01;181236;1812.36
Cod;1971;3;15;2;0.05;0.0527557;0.0875;0.211301;0.314057;151796;0;0.829;0.001;0;0.05;125839;6291.93
Cod;1971;3;15;3;0.05;0;0.0625;0.160591;0.210591;18992.7;0;3.31128;0.001;0;0.23;62890.3;14464.8
Cod;1971;3;15;4;0.05;0;0.05;0.133592;0.183592;8138.42;0;5.90959;0.001;0;0.62;48094.7;29818.7
Cod;1971;3;15;5;0.05;0;0.05;0.114491;0.164491;8263.39;0;8.15701;0.001;0;0.86;67404.5;57967.9
Cod;1971;3;15;6;0.05;0;0.05;0.116983;0.166983;4276.44;0;9.34793;0.001;0;1;39975.9;39975.9
Cod;1971;3;15;7;0.05;0;0.05;0.115161;0.165161;1510.4;0;12.4272;0.001;0;1;18770.1;18770.1
Cod;1971;3;15;8;0.05;0;0.05;0.115161;0.165161;794.975;0;11.9395;0.001;0;1;9491.59;9491.59
Cod;1971;3;15;9;0.05;0;0.05;0.115161;0.165161;220.409;0;13.5145;0.001;0;1;2978.72;2978.72
Cod;1971;3;15;10;0.05;0;0.05;0.115161;0.165161;263.654;0;13.5424;0.001;0;1;3570.51;3570.51
Cod;1971;4;15;0;0.05;0.405349;0.675;0;0.455349;692806;0;0.0225;0.001;0;0;15588.1;0
Cod;1971;4;15;1;0.05;0.125953;0.2;0.2599;0.435852;628534;0;0.377;0.001;0;0.01;236957;2369.57
Cod;1971;4;15;2;0.05;0.0578535;0.0875;0.127597;0.235451;110883;0;1.12;0.001;0;0.05;124189;6209.46
Cod;1971;4;15;3;0.05;0;0.0625;0.0874678;0.137468;15386.1;0;3.84864;0.001;0;0.23;59215.6;13619.6
Cod;1971;4;15;4;0.05;0;0.05;0.0727623;0.122762;6773.41;0;6.50313;0.001;0;0.62;44048.3;27310
Cod;1971;4;15;5;0.05;0;0.05;0.0605133;0.110513;7010.04;0;9.01942;0.001;0;0.86;63226.5;54374.8
Cod;1971;4;15;6;0.05;0;0.05;0.0618303;0.11183;3618.78;0;9.71561;0.001;0;1;35158.7;35158.7
Cod;1971;4;15;7;0.05;0;0.05;0.0608675;0.110868;1280.45;0;12.5423;0.001;0;1;16059.8;16059.8
Cod;1971;4;15;8;0.05;0;0.05;0.0608675;0.110868;673.946;0;12.2483;0.001;0;1;8254.66;8254.66
Cod;1971;4;15;9;0.05;0;0.05;0.0608675;0.110868;186.853;0;13.7257;0.001;0;1;2564.68;2564.68
Cod;1971;4;15;10;0.05;0;0.05;0.0608675;0.110868;223.515;0;13.8389;0.001;0;1;3093.21;3093.21
Cod;1972;1;15;1;0.05;0.277937;0.2;0.0101466;0.338084;439396;42274.5;0.0519;0.3;12682.3;0.01;22804.7;228.047
Cod;1972;1;15;2;0.05;0.0547615;0.0875;0.303868;0.40863;406481;247327;0.576;0.729;180301;0.05;234133;11706.7
Cod;1972;1;15;3;0.05;0.00282397;0.0625;0.341905;0.394729;87621.6;48304.1;2.086;2.08;100472;0.23;182779;42039.1
Cod;1972;1;15;4;0.05;0;0.05;0.284422;0.334422;13409.9;5681.89;3.968;3.968;22545.7;0.62;53210.7;32990.6
Cod;1972;1;15;5;0.05;0;0.05;0.289992;0.339992;5990.9;2726.43;6.011;6.011;16388.5;0.86;36011.3;30969.7
Cod;1972;1;15;6;0.05;0;0.05;0.296304;0.346304;6276.61;3200.54;8.246;8.246;26391.7;1;51756.9;51756.9
Cod;1972;1;15;7;0.05;0;0.05;0.29169;0.34169;3235.9;1679.69;9.766;9.766;16403.9;1;31601.8;31601.8
Cod;1972;1;15;8;0.05;0;0.05;0.29169;0.34169;1146.08;611.595;10.228;10.228;6255.39;1;11722.1;11722.1
Cod;1972;1;15;9;0.05;0;0.05;0.29169;0.34169;603.22;390.22;11.875;11.875;4633.86;1;7163.24;7163.24
Cod;1972;1;15;10;0.05;0;0.05;0.29169;0.34169;367.303;146.942;12.53;12.96;1904.37;1;4602.3;4602.3
Cod;1972;2;15;1;0.05;0.241504;0.2;0.0266348;0.318139;313349;0;0.116;0.001;0;0.01;36348.5;363.485
Cod;1972;2;15;2;0.05;0.0525988;0.0875;0.325039;0.427638;270131;0;0.682;0.001;0;0.05;184229;9211.47
Cod;1972;2;15;3;0.05;0;0.0625;0.332087;0.382087;59044.9;0;2.76291;0.001;0;0.23;163136;37521.3
Cod;1972;2;15;4;0.05;0;0.05;0.276255;0.326255;9598.19;0;4.79767;0.001;0;0.62;46049;28550.4
Cod;1972;2;15;5;0.05;0;0.05;0.247468;0.297468;4264.18;0;6.47423;0.001;0;0.86;27607.3;23742.3
Cod;1972;2;15;6;0.05;0;0.05;0.252854;0.302854;4439.43;0;8.6923;0.001;0;1;38588.9;38588.9
Cod;1972;2;15;7;0.05;0;0.05;0.248917;0.298917;2299.33;0;10.6449;0.001;0;1;24476.2;24476.2
Cod;1972;2;15;8;0.05;0;0.05;0.248917;0.298917;814.368;0;10.5095;0.001;0;1;8558.61;8558.61
Cod;1972;2;15;9;0.05;0;0.05;0.248917;0.298917;428.629;0;12.167;0.001;0;1;5215.13;5215.13
Cod;1972;2;15;10;0.05;0;0.05;0.248917;0.298917;260.994;0;12.7184;0.001;0;1;3319.43;3319.43
Cod;1972;3;15;0;0.05;0.540724;0.675;0;0.590724;1688980;0;0.00598;0.001;0;0;10100.1;0
Cod;1972;3;15;1;0.05;0.0990049;0.2;0.112881;0.261886;227962;0;0.23;0.001;0;0.01;52431.3;524.313
Cod;1972;3;15;2;0.05;0.0382509;0.0875;0.25779;0.346041;176138;0;0.829;0.001;0;0.05;146019;7300.93
Cod;1972;3;15;3;0.05;0;0.0625;0.195923;0.245923;40294.3;0;3.14972;0.001;0;0.23;126916;29190.7
Cod;1972;3;15;4;0.05;0;0.05;0.162984;0.212984;6926.25;0;5.5071;0.001;0;0.62;38143.6;23649
Cod;1972;3;15;5;0.05;0;0.05;0.139681;0.189681;3166.99;0;7.51099;0.001;0;0.86;23787.2;20457
Cod;1972;3;15;6;0.05;0;0.05;0.142721;0.192721;3279.44;0;8.91546;0.001;0;1;29237.7;29237.7
Cod;1972;3;15;7;0.05;0;0.05;0.140498;0.190498;1705.23;0;11.7192;0.001;0;1;19984;19984
Cod;1972;3;15;8;0.05;0;0.05;0.140498;0.190498;603.953;0;10.8848;0.001;0;1;6573.93;6573.93
Cod;1972;3;15;9;0.05;0;0.05;0.140498;0.190498;317.88;0;12.459;0.001;0;1;3960.48;3960.48
Cod;1972;3;15;10;0.05;0;0.05;0.140498;0.190498;193.559;0;12.9068;0.001;0;1;2498.23;2498.23
Cod;1972;4;15;0;0.05;0.354216;0.675;0;0.404216;935570;0;0.0225;0.001;0;0;21050.3;0
Cod;1972;4;15;1;0.05;0.16168;0.2;0.317081;0.528761;175439;0;0.377;0.001;0;0.01;66140.6;661.406
Cod;1972;4;15;2;0.05;0.0477171;0.0875;0.15567;0.253387;124615;0;1.12;0.001;0;0.05;139569;6978.44
Cod;1972;4;15;3;0.05;0;0.0625;0.106712;0.156712;31509.5;0;3.66086;0.001;0;0.23;115352;26530.9
Cod;1972;4;15;4;0.05;0;0.05;0.088771;0.138771;5597.59;0;6.06022;0.001;0;0.62;33922.6;21032
Cod;1972;4;15;5;0.05;0;0.05;0.073827;0.123827;2619.81;0;8.30511;0.001;0;0.86;21757.8;18711.7
Cod;1972;4;15;6;0.05;0;0.05;0.0754337;0.125434;2704.59;0;9.26612;0.001;0;1;25061.1;25061.1
Cod;1972;4;15;7;0.05;0;0.05;0.0742592;0.124259;1409.45;0;11.8277;0.001;0;1;16670.6;16670.6
Cod;1972;4;15;8;0.05;0;0.05;0.0742592;0.124259;499.195;0;11.1663;0.001;0;1;5574.19;5574.19
Cod;1972;4;15;9;0.05;0;0.05;0.0742592;0.124259;262.743;0;12.6537;0.001;0;1;3324.67;3324.67
Cod;1972;4;15;10;0.05;0;0.05;0.0742592;0.124259;159.985;0;13.1895;0.001;0;1;2110.12;2110.12
Cod;1973;1;15;1;0.05;0.237847;0.2;0.00828587;0.296133;624493;112315;0.0519;0.335;37625.4;0.01;32411.2;324.112
Cod;1973;1;15;2;0.05;0.0743861;0.0875;0.248144;0.37253;103392;49229.6;0.576;0.7;34460.7;0.05;59554.1;2977.7
Cod;1973;1;15;3;0.05;0.00708359;0.0625;0.279205;0.336289;96722;55178.2;1.919;1.912;105501;0.23;185610;42690.2
Cod;1973;1;15;4;0.05;0;0.05;0.232264;0.282264;26939;14072.4;3.776;3.776;53137.2;0.62;101722;63067.5
Cod;1973;1;15;5;0.05;0;0.05;0.236813;0.286813;4872.29;2205.74;5.488;5.488;12105.1;0.86;26739.1;22995.7
Cod;1973;1;15;6;0.05;0;0.05;0.241967;0.291967;2314.69;1109.03;7.453;7.453;8265.57;1;17251.4;17251.4
Cod;1973;1;15;7;0.05;0;0.05;0.238199;0.288199;2385.76;1059.93;9.019;9.019;9559.48;1;21517.2;21517.2
