class	subclass	superorder	order	family	species	Maximum_weight_(kg)	interbirth_interval_(years)	maximum_litter_size_(daughters_per_year)	age_at_maturity_(years)	annual_mortality	rmax										
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.5
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.64
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.26
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.33
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.5
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.34
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.28
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.38
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.37
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.15
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.51
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.29
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.33
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.27
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.13
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.4
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.29
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.5
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.49
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.44
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.35
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.34
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.21
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.27
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.46
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_nerka	7.71	NA	3643	4.5	NA	0.27
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_tshawytscha	61.4	NA	8931	5	NA	0.45
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_tshawytscha	61.4	NA	8931	5	NA	0.39
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_tshawytscha	61.4	NA	8931	5	NA	0.33
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_tshawytscha	61.4	NA	8931	5	NA	0.42
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_tshawytscha	61.4	NA	8931	5	NA	0.58
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Oncorhynchus_tshawytscha	61.4	NA	8931	5	NA	0.37
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Salmo_salar	46.8	NA	8250	5	NA	0.33
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Salmo_salar	46.8	NA	8250	5	NA	0.37
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Salmo_salar	46.8	NA	8250	5	NA	0.17
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Salvelinus_fontinalis	9.39	NA	2550	2	NA	1.32
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Salvelinus_fontinalis	9.39	NA	2550	2	NA	0.88
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Salvelinus_fontinalis	9.39	NA	2550	2	NA	1.35
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Salvelinus_fontinalis	9.39	NA	2550	2	NA	0.83
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Salvelinus_fontinalis	9.39	NA	2550	2	NA	0.85
Actinopterygii	Euteleostei	Protacanthopterygii	Salmoniformes	Salmonidae	Salvelinus_namaycush	32.7	NA	17000	8.5	NA	0.24
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_acronotus	19	2	1.25	5.42	0.37	0.2
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_amblyrhynchos	33.7	2	1.5	7	0.28	0.2
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_brachyurus	113.4	2	6	22.7	0.08	0.15
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_brachyurus	203	2	5	21	0.08	0.15
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_brevipinna	172.9	2	4.25	10.29	0.18	0.24
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_brevipinna	200	2	3.5	8.72	0.21	0.26
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_cautus	17.1	2	1.5	6.92	0.28	0.2
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_falciformis	127.9	2	4	7.5	0.25	0.3
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_falciformis	432.2	2	3	13	0.14	0.18
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_galapagensis	180.8	2	4	8.75	0.21	0.27
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_isodon	28.9	2	1.5	5.3	0.38	0.22
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_leucas	138.9	2	2.5	18.88	0.09	0.13
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_leucas	264.37	2	5.5	10.88	0.17	0.26
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_leucas	314.5	2	3	21.88	0.08	0.13
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_limbatus	49	2	1.5	7.46	0.25	0.19
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_limbatus	53.6	2	1.5	7.7	0.25	0.19
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_limbatus	114	2	2.75	8.04	0.24	0.25
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_longimanus	84.2	2	2.25	7.5	0.25	0.23
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_longimanus	168.4	2	3.5	5.5	0.37	0.35
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_obscurus	270	3	1.67	23	0.08	0.1
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_obscurus	308.9	3	2.33	21.5	0.08	0.12
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_obscurus	450	3	2.67	22	0.08	0.12
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_plumbeus	70.6	2	3	8.77	0.21	0.24
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_plumbeus	170	2	3	16.38	0.11	0.16
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_porosus	8.6	1	3.5	7	0.28	0.3
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_signatus	97.4	2	3.75	11	0.17	0.22
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_sorrah	24.7	1	4	3.33	0.66	0.53
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Carcharhinus_tilstoni	49.1	1	3	4.33	0.47	0.38
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Galeocerdo_cuvier	411.7	2	14	9.25	0.21	0.37
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Galeocerdo_cuvier	412	2	20.5	12.29	0.15	0.32
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Galeocerdo_cuvier	680	3	9.5	11.29	0.17	0.29
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Isogomphodon_oxyrhynchus	19.4	2	1.75	7.5	0.25	0.21
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Negaprion_brevirostris	183.7	2	4.5	13.7	0.13	0.2
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Prionace_glauca	130.33	1	31	5.79	0.33	0.67
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Prionace_glauca	272.99	1	41	5.88	0.33	0.71
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon_taylori	3	1	5	2.96	0.83	0.63
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon_terraenovae	13.27	1	4.5	2.56	1.03	0.67
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Carcharhinidae	Rhizoprionodon_terraenovae	13.99	1	4	3.27	0.7	0.53
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Scyliorhinidae	Scyliorhinus_canicula	1.32	1	31	7.9	0.21	0.52
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Scyliorhinidae	Scyliorhinus_retifer	0.68	1	26	8.5	0.19	0.47
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Sphyrnidae	Sphyrna_lewini	126.63	2	5.25	16.86	0.1	0.18
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Sphyrnidae	Sphyrna_lewini	216.17	2	9.5	4.93	0.4	0.55
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Sphyrnidae	Sphyrna_tiburo	3.85	1	10.5	3.32	0.57	0.8
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Sphyrnidae	Sphyrna_tiburo	4.4	1	10.5	3.32	0.57	0.8
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Sphyrnidae	Sphyrna_tiburo	5.31	1	10.5	4.42	0.41	0.63
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Furgaleus_macki	12.9	2	7	7.17	0.25	0.38
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Galeorhinus_galeus	15	3	5.67	16.7	0.11	0.19
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Galeorhinus_galeus	26.29	3	8.67	15	0.12	0.23
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Mustelus_antarcticus	30.8	2	7.75	7.36	0.26	0.38
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Mustelus_californicus	3	1	8	3.42	0.66	0.7
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Mustelus_canis	12.5	1	9	5.36	0.38	0.51
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Mustelus_lenticulatus	13.5	1	12	8.42	0.22	0.39
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Mustelus_manazo	2.71	1	5	4.33	0.47	0.48
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Mustelus_manazo	4.36	1	6.5	5.46	0.37	0.45
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Mustelus_manazo	5.3	1	7	4.92	0.41	0.5
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Mustelus_manazo	8.06	1	8	5	0.41	0.52
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Mustelus_manazo	9.95	2	4.75	5.5	0.3	0.41
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Mustelus_mustelus	25	2	5.75	14.33	0.12	0.21
Chondrichthyes	Elasmobranchii	Selachii	Carcharhiniformes	Triakidae	Triakis_semifasciata	18.4	1	18	13.42	0.13	0.29
Chondrichthyes	Holocephali	Holocep	Chimaeriformes	Callorhinchidae	Callorhinchus_capensis	5.25	1	11	4.2	0.39	0.67
Chondrichthyes	Elasmobranchii	Selachii	Hexanchiformes	Hexanchidae	Notorynchus_cepedianus	182	2	23.75	16.95	0.1	0.26
Chondrichthyes	Elasmobranchii	Selachii	Lamniformes	Alopiidae	Alopias_pelagicus	139.2	1	1	9.6	0.19	0.13
Chondrichthyes	Elasmobranchii	Selachii	Lamniformes	Alopiidae	Alopias_superciliosus	202.7	1	2	13.85	0.13	0.15
Chondrichthyes	Elasmobranchii	Selachii	Lamniformes	Lammidae	Carcharodon_carcharias	3600	2	3.5	13.5	0.13	0.19
Chondrichthyes	Elasmobranchii	Selachii	Lamniformes	Lammidae	Isurus_oxyrinchus	407	3	2.5	20.5	0.09	0.12
Chondrichthyes	Elasmobranchii	Selachii	Lamniformes	Lammidae	Isurus_oxyrinchus	410.8	3	2.67	21.1	0.09	0.13
Chondrichthyes	Elasmobranchii	Selachii	Lamniformes	Lammidae	Isurus_oxyrinchus	531	3	2.5	20	0.09	0.13
Chondrichthyes	Elasmobranchii	Selachii	Lamniformes	Lammidae	Lamna_ditropis	218.8	3	0.83	8.25	0.22	0.13
Chondrichthyes	Elasmobranchii	Selachii	Lamniformes	Lammidae	Lamna_ditropis	220	2	1.25	9.75	0.18	0.15
Chondrichthyes	Elasmobranchii	Selachii	Lamniformes	Lammidae	Lamna_nasus	153	1	2	17.21	0.1	0.13
Chondrichthyes	Elasmobranchii	Selachii	Lamniformes	Lammidae	Lamna_nasus	178.15	1	3	13.81	0.13	0.18
Chondrichthyes	Elasmobranchii	Selachii	Lamniformes	Odontaspididae	Carcharias_taurus	131.7	2	0.5	10.28	0.17	0.08
Chondrichthyes	Elasmobranchii	Batoidea	Myliobatiformes	Dasyatidae	Dasyatis_dipterura	51	1	1.5	9.71	0.17	0.17
Chondrichthyes	Elasmobranchii	Batoidea	Myliobatiformes	Dasyatidae	Dasyatis_pastinaca	7.35	1	4	4.83	0.37	0.41
Chondrichthyes	Elasmobranchii	Batoidea	Myliobatiformes	Myliobatidae	Aetobatus_flagellum	50	1	3	7	0.28	0.28
Chondrichthyes	Elasmobranchii	Batoidea	Myliobatiformes	Myliobatidae	Myliobatis_californicus	67.98	1	6	5.88	0.33	0.41
Chondrichthyes	Elasmobranchii	Batoidea	Myliobatiformes	Rhinopteridae	Rhinoptera_bonasus	20.6	1	0.5	5.46	0.37	0.07
Chondrichthyes	Elasmobranchii	Batoidea	Myliobatiformes	Rhinopteridae	Rhinoptera_bonasus	22.8	1	0.5	8.46	0.22	0.08
Chondrichthyes	Elasmobranchii	Batoidea	Myliobatiformes	Urolophidae	Trygonoptera_mucosa	2.66	1	1	5.92	0.33	0.16
Chondrichthyes	Elasmobranchii	Batoidea	Myliobatiformes	Urolophidae	Urolophus_lobatus	0.72	1	1	3.83	0.55	0.17
Chondrichthyes	Elasmobranchii	Batoidea	Myliobatiformes	Urolophidae	Urolophus_paucimaculatus	1.75	1	1	5.92	0.33	0.16
Chondrichthyes	Elasmobranchii	Selachii	Orectolobiformes	Hemiscyllidae	Chiloscyllium_plagiosum	2.58	1	7	4.5	0.37	0.55
Chondrichthyes	Elasmobranchii	Batoidea	Pristiformes	Pristidae	Pristis_perotteti	861.4	2	3.25	10.42	0.17	0.22
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Dipturus_chilensis	15.14	1	32.5	13.49	0.12	0.33
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Dipturus_chilensis	16.1	1	31	14.4	0.11	0.31
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Dipturus_chilensis	29.18	1	42	12.75	0.13	0.37
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Dipturus_trachydermus	110	1	34	17.4	0.09	0.27
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Leucoraja_erinacea	1.19	1	28.5	6.75	0.24	0.58
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Leucoraja_naevus	2.38	1	50	9	0.18	0.51
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Leucoraja_ocellata	6.53	1	50.5	9.5	0.17	0.49
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Raja_asterias	1.61	1	56	4.14	0.4	1.04
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Raja_binoculata	91	1	630	8	0.21	0.86
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Raja_brachyura	10.88	1	45	5.5	0.3	0.77
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Raja_clavata	5.23	1	75	6.13	0.27	0.78
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Raja_clavata	8.79	1	37	5	0.33	0.8
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Raja_microocellata	17.52	1	30.5	5	0.33	0.76
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Raja_miraletus	2.37	1	45	2.64	0.63	1.49
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Raja_montagui	8.54	1	30	5	0.33	0.76
Chondrichthyes	Elasmobranchii	Batoidea	Rajiformes	Rajidae	Raja_montagui	11.28	1	30	4.14	0.4	0.9
Chondrichthyes	Elasmobranchii	Batoidea	Rhinobatiformes	Rhinobatidae	Rhinobatos_productus	8.01	1	8	8	0.24	0.36
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Centrophoridae	Centrophorus_squamosus	15.9	2	2.75	46	0.04	0.07
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Centrophoridae	Deania_calcea	8.6	4	1.75	29.33	0.06	0.09
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Dalatiidae	Dalatias_licha	23.2	3	2.33	8.84	0.24	0.21
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Etmopteridae	Etmopterus_baxteri	3.51	3	2.5	31	0.06	0.09
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Etmopteridae	Etmopterus_spinax	0.47	2	2.25	11	0.17	0.18
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Squalidae	Squalus_acanthias	5.5	2	3.75	16.63	0.11	0.16
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Squalidae	Squalus_acanthias	5.9	2	4	16.83	0.11	0.17
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Squalidae	Squalus_acanthias	6.78	2	3.75	14.1	0.14	0.19
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Squalidae	Squalus_acanthias	8.96	2	4	37.42	0.05	0.09
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Squalidae	Squalus_acanthias	9.6	2	4.25	7	0.33	0.31
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Squalidae	Squalus_blainvillei	2.45	2	1.5	6.52	0.32	0.2
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Squalidae	Squalus_megalops	1.41	1	2	17	0.11	0.13
Chondrichthyes	Elasmobranchii	Selachii	Squaliformes	Squalidae	Squalus_mitsukurii	3.16	2	3.75	17	0.11	0.16
Chondrichthyes	Elasmobranchii	Selachii	Squatiniformes	Squatinidae	Squatina_californica	27	1	5.5	10.83	0.17	0.26
Chondrichthyes	Elasmobranchii	Selachii	Squatiniformes	Squatinidae	Squatina_guggenheim	5	3	1.5	5	0.41	0.23
Chondrichthyes	Elasmobranchii	Selachii	Squatiniformes	Squatinidae	Squatina_occulta	18	4	1.25	11	0.17	0.14
Chondrichthyes	Elasmobranchii	Batoidea	Torpediniformes	Torpedinidae	Torpedo_californica	41	2	5	9.83	0.18	0.27
Chondrichthyes	Elasmobranchii	Batoidea	Torpediniformes	Torpedinidae	Torpedo_marmorata	4.8	3	3.33	13.33	0.13	0.19
Mammalia	Theria	Eutheria	Artiodactyla	Bovidae	Aepyceros_melampus	44.4	1.11	0.45	2.01	0.24	0.16
Mammalia	Theria	Eutheria	Artiodactyla	Bovidae	Hemitragus_jemlahicus	35.2	1.22	0.82	2.64	0.23	0.28
Mammalia	Theria	Eutheria	Artiodactyla	Bovidae	Kobus_ellipsiprymnus	188	0.9	0.56	1.79	0.18	0.25
Mammalia	Theria	Eutheria	Artiodactyla	Bovidae	Kobus_kob	59.2	0.77	0.65	1.76	0.38	0.21
Mammalia	Theria	Eutheria	Artiodactyla	Bovidae	Ovis_dalli	60	1.33	0.38	2.77	0.18	0.13
Mammalia	Theria	Eutheria	Artiodactyla	Bovidae	Rupicapra_rupicapra	26.1	1.14	0.44	2.31	0.35	0.09
Mammalia	Theria	Eutheria	Artiodactyla	Bovidae	Syncerus_caffer	547	2.5	0.2	4.93	0.19	0.01
Mammalia	Theria	Eutheria	Artiodactyla	Cervidae	Alces_alces	408	1.23	0.81	2.46	0.28	0.27
Mammalia	Theria	Eutheria	Artiodactyla	Cervidae	Cervus_elaphus	109	1.22	0.41	2.82	0.23	0.12
Mammalia	Theria	Eutheria	Artiodactyla	Cervidae	Odocoileus_hemionus	56.3	1.06	1.41	1.85	0.3	0.5
Mammalia	Theria	Eutheria	Artiodactyla	Cervidae	Rangifer_tarandus	93.6	1.22	0.82	3.32	0.16	0.26
Mammalia	Theria	Eutheria	Artiodactyla	Hippopotamidae	Hippopotamus_amphibius	1360	3.03	0.17	5.51	0.06	0.06
Mammalia	Theria	Eutheria	Artiodactyla	Suidae	Phacochoerus_aethiopicus	54	1.39	1.44	2.13	0.34	0.46
Mammalia	Theria	Eutheria	Artiodactyla	Suidae	Sus_scrofa	54.8	1.22	4.92	1.88	0.55	0.98
Mammalia	Theria	Eutheria	Carnivora	Canidae	Alopex_lagopus	3	1.2	10.38	0.9	0.66	2.64
Mammalia	Theria	Eutheria	Carnivora	Canidae	Canis_lupus	27	1.22	4.51	1	0.55	1.63
Mammalia	Theria	Eutheria	Carnivora	Canidae	Urocyon_cinereoargenteus	3.3	1.05	2.38	1.08	0.35	1.06
Mammalia	Theria	Eutheria	Carnivora	Canidae	Vulpes_vulpes	3.65	1.22	5.33	1	0.55	1.78
Mammalia	Theria	Eutheria	Carnivora	Felidae	Felis_catus	2.62	0.63	6.4	1	0.83	1.92
Mammalia	Theria	Eutheria	Carnivora	Felidae	Lynx_rufus	7.1	1.22	2.46	1.26	0.62	0.91
Mammalia	Theria	Eutheria	Carnivora	Mustelidae	Lontra_canadensis	4.6	1.22	2.46	3.23	0.26	0.48
Mammalia	Theria	Eutheria	Carnivora	Mustelidae	Mephitis_mephitis	2	1.22	4.1	1	0.73	1.52
Mammalia	Theria	Eutheria	Carnivora	Mustelidae	Mustela_putorius	0.65	1.22	4.92	1	0.35	1.73
Mammalia	Theria	Eutheria	Carnivora	Mustelidae	Taxidea_taxus	4.1	2.13	1.18	1.62	0.64	0.38
Mammalia	Theria	Eutheria	Carnivora	Otariidae	Callorhinus_ursinus	42.4	1.28	0.39	4.66	0.12	0.13
Mammalia	Theria	Eutheria	Carnivora	Phocidae	Halichoerus_grypus	182	1.18	0.43	4.96	0.14	0.12
Mammalia	Theria	Eutheria	Carnivora	Phocidae	Mirounga_leonina	558	1.16	0.43	5.21	0.25	0.08
Mammalia	Theria	Eutheria	Carnivora	Phocidae	Pusa_hispida	69.7	1.25	0.4	4.19	0.1	0.15
Mammalia	Theria	Eutheria	Carnivora	Ursidae	Ailuropoda_melanoleuca	120	1.43	0.7	7	0.24	0.12
Mammalia	Theria	Eutheria	Carnivora	Ursidae	Ursus_americanus	87.2	2.38	1.05	5.01	0.18	0.23
Mammalia	Theria	Eutheria	Cetacea	Balaenopteridae	Balaenoptera_acutorostrata	6600	1.2	0.42	8	0.1	0.1
Mammalia	Theria	Eutheria	Cetacea	Balaenopteridae	Balaenoptera_borealis	19000	2	0.25	7	0.07	0.08
Mammalia	Theria	Eutheria	Cetacea	Balaenopteridae	Balaenoptera_physalus	50000	2	0.25	11	0.05	0.07
Mammalia	Theria	Eutheria	Cetacea	Delphinidae	Delphinapterus_leucas	400	3	0.17	7	0.13	0.02
Mammalia	Theria	Eutheria	Cetacea	Delphinidae	Globicephala_melas	890	3.3	0.15	7	0.07	0.05
Mammalia	Theria	Eutheria	Cetacea	Delphinidae	Globicephala_macrorhynchus	3600	5	0.1	10	0.1	0
Mammalia	Theria	Eutheria	Cetacea	Delphinidae	Orcinus_orca	3000	5	0.1	15	0.02	0.04
Mammalia	Theria	Eutheria	Cetacea	Delphinidae	Stenella_attenuata	100	3	0.17	11	0.1	0.03
Mammalia	Theria	Eutheria	Cetacea	Delphinidae	Tursiops_sp	200	1.4	0.36	10	0.02	0.11
Mammalia	Theria	Eutheria	Cetacea	Eschrichtiidae	Eschrichtius_robustus	31466	2	0.25	9	0.06	0.08
