Group;Species;Temp;Body mass;Respiration;Respiratio 15 C;Spec Resp 15C ;Source;Source;;;
Protozoa;Astasia longa;26;4.96E-07;2.58E-05;8.30E-06;1.67E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Astasia longa;28.5;2.43E-07;1.08E-05;2.69E-06;1.11E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Astasia longa;20;4.96E-07;2.80E-05;1.67E-05;3.37E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Astasia longa;28.5;5.01E-07;6.71E-06;1.67E-06;3.33E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Astasia longa;28.5;1.02E-06;4.97E-05;1.24E-05;1.22E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Chilomonas paramaceum;25;2.48E-07;1.70E-05;6.06E-06;2.44E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Chilomonas paramaceum;25;3.20E-07;1.40E-05;5.00E-06;1.56E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Chilomonas paramaceum;25;5.45E-07;3.75E-05;1.34E-05;2.45E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Chilomonas paramaceum;25;5.45E-07;5.01E-05;1.79E-05;3.28E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Chilomonas paramaceum;24.5;2.24E-07;3.01E-06;1.13E-06;5.05E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Chilomonas paramaceum;24.5;5.89E-07;5.23E-05;1.97E-05;3.34E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Chilomonas paramaceum;20;2.48E-07;1.50E-05;8.96E-06;3.61E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Euglena gracilis;26;3.35E-07;6.52E-06;2.10E-06;6.27E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Euglena gracilis;26.5;1.25E-06;6.29E-05;1.93E-05;1.54E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Ochromonas sp;20;6.61E-08;3.85E-06;2.30E-06;3.48E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Ochromonas sp;20;2.16E-08;7.00E-08;4.18E-08;1.94E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Pleuromonas jaculans;20;1.60E-08;1.61E-06;9.62E-07;6.00E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Pleuromonas jaculans;20;8.71E-09;5.25E-08;3.14E-08;3.60E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Blepharisma undulans;20;1.73E-05;7.00E-05;4.18E-05;2.42E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Bresslaua insidiatrix;25;4.86E-06;4.53E-04;1.62E-04;3.33E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Bresslaua insidiatrix;25;2.43E-06;8.49E-05;3.03E-05;1.25E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Carchesium polypinum;20;2.68E-05;9.40E-04;5.62E-04;2.10E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Coleps hirtus;20;9.41E-06;3.50E-04;2.09E-04;2.22E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Colpidium campylum;24;6.13E-06;1.52E-04;6.01E-05;9.80E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Colpidium campylum;20;6.13E-06;1.13E-04;6.75E-05;1.10E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Colpoda cucullus;24;2.62E-06;1.30E-05;5.15E-06;1.96E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Colpoda cucullus;24;6.38E-06;1.13E-04;4.47E-05;7.01E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Colpoda cucullus;30;1.70E-06;1.69E-04;3.61E-05;2.12E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Didinium nasutum;20;3.33E-05;6.90E-04;4.12E-04;1.24E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Didinium nasutum;20;1.13E-04;2.76E-03;1.65E-03;1.46E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Dileptus cygnus;23;2.11E-04;3.00E-03;1.32E-03;6.24E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Diophrys sp.;23;3.26E-06;1.63E-04;7.13E-05;2.19E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Euplotes vannus;25;1.32E-06;1.05E-05;3.74E-06;2.83E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Frontonia leucas;20;6.36E-05;5.10E-05;3.05E-05;4.79E-01;7;Fenchel & Finlay 1983;;;
Protozoa;Intranstylum steini;20;3.94E-06;1.68E-04;1.00E-04;2.55E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Opercularia nutans;20;1.51E-05;4.47E-04;2.67E-04;1.77E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium aurelia;20;1.29E-05;3.54E-04;2.12E-04;1.64E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium aurelia;27;2.37E-05;3.61E-04;1.05E-04;4.42E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium aurelia;26;2.37E-05;1.18E-03;3.81E-04;1.61E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium aurelia;20;1.93E-05;3.30E-05;1.97E-05;1.02E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium calkinsi;20;1.68E-05;1.06E-04;6.33E-05;3.78E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium caudatum;21.2;5.31E-05;5.33E-04;2.81E-04;5.30E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium caudatum;20;6.60E-05;2.11E-03;1.26E-03;1.91E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium caudatum;22.7;2.37E-05;1.50E-03;6.77E-04;2.85E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium caudatum;22.7;1.15E-04;5.35E-03;2.42E-03;2.11E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium caudatum;25;9.34E-05;2.55E-03;9.09E-04;9.73E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium caudatum;25;2.05E-05;2.69E-04;9.60E-05;4.67E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Paramecium caudatum;20;5.59E-05;7.50E-04;4.48E-04;8.02E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Placus sp. 1;28.8;4.20E-05;1.76E-03;4.25E-04;1.01E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Placus sp. 2;28.8;7.25E-05;1.44E-03;3.48E-04;4.80E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Podophrya fixa;20;6.94E-06;2.10E-05;1.25E-05;1.81E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Podophrya fixa;20;2.41E-06;7.70E-06;4.60E-06;1.91E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Spirostomum ambiguum;25;6.09E-04;2.50E-03;8.94E-04;1.47E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Spirostomum ambiguum;20;8.70E-04;1.27E-02;7.59E-03;8.72E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Spirostomum intermedium;20;5.31E-05;2.70E-04;1.61E-04;3.04E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Spirostomum minus;20;5.31E-05;3.10E-04;1.85E-04;3.49E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Spirostomum teres;20;3.87E-05;4.10E-05;2.45E-05;6.33E-01;7;Fenchel & Finlay 1983;;;
Protozoa;Stentor coeruleus;20;1.26E-04;1.50E-03;8.96E-04;7.14E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Stentor coeruleus;20;9.77E-05;7.50E-05;4.48E-05;4.59E-01;7;Fenchel & Finlay 1983;;;
Protozoa;Stentor coeruleus;20;5.62E-04;3.50E-04;2.09E-04;3.72E-01;7;Fenchel & Finlay 1983;;;
Protozoa;Strombidium sp.;22;3.20E-07;1.28E-04;6.20E-05;1.94E+02;7;Fenchel & Finlay 1983;;;
Protozoa;Stylonychia mytilus;20;8.91E-05;2.33E-03;1.39E-03;1.56E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena geleii;21;3.46E-06;6.38E-05;3.44E-05;9.94E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena geleii;26.8;7.49E-06;4.33E-04;1.28E-04;1.71E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena geleii;26.8;4.73E-06;1.40E-04;4.15E-05;8.78E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena geleii;25;3.62E-06;6.66E-04;2.38E-04;6.58E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;22;1.70E-06;5.46E-05;2.65E-05;1.56E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;25;1.70E-06;2.81E-05;1.01E-05;5.92E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;28;7.00E-06;9.12E-04;2.39E-04;3.42E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;28;2.43E-06;8.36E-05;2.19E-05;9.03E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;25;9.23E-07;1.00E-05;3.57E-06;3.87E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;25;2.43E-06;8.91E-05;3.18E-05;1.31E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;26;1.70E-06;3.00E-04;9.67E-05;5.69E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;27;1.70E-06;1.24E-04;3.60E-05;2.12E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;28;1.70E-06;6.44E-05;1.69E-05;9.95E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;20;1.70E-06;1.04E-04;6.22E-05;3.66E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;20;1.40E-06;2.10E-05;1.25E-05;8.99E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;20;1.85E-06;1.90E-04;1.14E-04;6.15E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;20;3.33E-06;1.19E-04;7.11E-05;2.14E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;20;3.33E-06;2.20E-05;1.31E-05;3.95E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;30;1.08E-06;1.34E-03;2.87E-04;2.65E+02;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;20;2.14E-06;6.42E-05;3.84E-05;1.79E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;30;3.64E-07;7.60E-06;1.62E-06;4.45E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Tetrahymena pyriformes;30;2.40E-06;2.94E-04;6.27E-05;2.62E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tiarina fusus;24;4.07E-06;1.94E-04;7.68E-05;1.89E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Tracheloraphis sp.;25;3.78E-05;1.50E-03;5.36E-04;1.42E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Uronema marinum;25;1.22E-07;1.92E-05;6.87E-06;5.65E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Urostyla grandis;20;2.01E-05;1.70E-03;1.02E-03;5.05E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Vorticella convallaria;20;5.77E-05;8.40E-04;5.02E-04;8.69E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Vorticella ephemerae;20;2.99E-06;1.12E-04;6.69E-05;2.24E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Vorticella microstoma;20;3.94E-06;9.80E-06;5.86E-06;1.49E+00;7;Fenchel & Finlay 1983;;;
Protozoa;Vorticella similis;20;1.31E-05;7.95E-04;4.75E-04;3.62E+01;7;Fenchel & Finlay 1983;;;
Protozoa;Zoothamnium carinogammari;20;6.88E-06;3.59E-04;2.15E-04;3.12E+01;7;Fenchel & Finlay 1983;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Pisces;Pseudopleuronectes americanus;7.0;7.28E-03;4.37E-02;9.95E-02;1.37E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.07E-02;4.37E-02;9.95E-02;9.30E+00;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;7.42E-03;4.37E-02;9.95E-02;1.34E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;6.02E-03;4.37E-02;9.95E-02;1.65E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;6.48E-03;4.37E-02;9.95E-02;1.54E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;7.45E-03;4.37E-02;9.95E-02;1.34E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;6.39E-03;4.37E-02;9.95E-02;1.56E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.00E-02;4.37E-02;9.95E-02;9.95E+00;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.08E-02;4.37E-02;9.95E-02;9.21E+00;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.12E-02;4.37E-02;9.95E-02;8.89E+00;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.08E-02;8.74E-02;1.99E-01;1.85E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;6.87E-03;4.37E-02;9.95E-02;1.45E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;6.41E-03;8.74E-02;1.99E-01;3.11E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;6.07E-03;8.74E-02;1.99E-01;3.28E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;6.07E-03;8.74E-02;1.99E-01;3.28E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.01E-02;8.74E-02;1.99E-01;1.97E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.10E-02;8.74E-02;1.99E-01;1.81E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.25E-02;8.74E-02;1.99E-01;1.59E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.08E-02;8.74E-02;1.99E-01;1.85E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.25E-02;8.74E-02;1.99E-01;1.59E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;2.81E-02;8.74E-02;1.99E-01;7.09E+00;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.05E-02;8.74E-02;1.99E-01;1.90E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;9.96E-03;8.74E-02;1.99E-01;2.00E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.05E-02;8.74E-02;1.99E-01;1.90E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.10E-02;1.31E-01;2.99E-01;2.72E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;9.30E-03;8.74E-02;1.99E-01;2.14E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;6.82E-03;8.74E-02;1.99E-01;2.92E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;9.31E-03;1.31E-01;2.99E-01;3.21E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.06E-02;1.31E-01;2.99E-01;2.82E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;9.98E-03;1.31E-01;2.99E-01;3.00E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.01E-02;1.31E-01;2.99E-01;2.96E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.25E-02;1.31E-01;2.99E-01;2.39E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.25E-02;1.31E-01;2.99E-01;2.39E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.25E-02;1.75E-01;3.99E-01;3.20E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.11E-02;1.75E-01;3.99E-01;3.60E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.05E-02;1.75E-01;3.99E-01;3.80E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;6.86E-03;1.75E-01;3.99E-01;5.82E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.00E-02;1.75E-01;3.99E-01;3.99E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.24E-02;2.18E-01;4.98E-01;4.01E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.36E-02;4.81E-01;1.10E+00;8.06E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.88E-02;3.50E-01;7.97E-01;4.24E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;2.82E-02;3.94E-01;8.97E-01;3.18E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.05E-01;3.50E-01;7.97E-01;7.59E+00;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;7.96E-02;3.94E-01;8.97E-01;1.13E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;8.00E-02;5.25E-01;1.20E+00;1.50E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;8.01E-02;5.68E-01;1.29E+00;1.62E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;6.16E-02;7.87E-01;1.79E+00;2.91E+01;1;Acuana et al 2011 compilation;;;
Pisces;Pseudopleuronectes americanus;7.0;1.08E-01;1.01E+00;2.30E+00;2.13E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;5.67E-02;5.68E-01;6.98E-01;1.23E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;4.39E-02;6.99E-01;8.59E-01;1.96E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;5.21E-02;8.30E-01;1.02E+00;1.96E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;8.34E-02;1.40E+00;1.72E+00;2.06E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;1.62E-01;1.26E+00;1.55E+00;9.58E+00;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;1.96E-01;1.44E+00;1.77E+00;9.02E+00;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;1.38E-01;1.53E+00;1.88E+00;1.36E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;1.60E-01;1.62E+00;1.99E+00;1.24E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;1.84E-01;1.79E+00;2.20E+00;1.20E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;1.90E-01;1.79E+00;2.20E+00;1.16E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;1.26E-01;1.88E+00;2.31E+00;1.83E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;1.25E-01;2.10E+00;2.57E+00;2.06E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;1.44E-01;2.10E+00;2.57E+00;1.79E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;1.86E-01;2.23E+00;2.74E+00;1.47E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;2.56E-01;2.23E+00;2.74E+00;1.07E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;2.61E-01;2.54E+00;3.12E+00;1.19E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;2.45E-01;3.10E+00;3.81E+00;1.56E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;5.35E-01;6.51E+00;8.00E+00;1.50E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;5.95E-01;6.78E+00;8.33E+00;1.40E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;5.46E-01;7.61E+00;9.35E+00;1.71E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;6.15E-01;7.52E+00;9.24E+00;1.50E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;6.55E-01;7.74E+00;9.50E+00;1.45E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;7.94E-01;1.03E+01;1.26E+01;1.59E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;8.74E-01;1.12E+01;1.37E+01;1.57E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;9.22E-01;1.09E+01;1.34E+01;1.45E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;9.42E-01;1.12E+01;1.37E+01;1.46E+01;1;Acuana et al 2011 compilation;;;
Pisces;Scomber scombrus;13.0;1.16E+00;1.46E+01;1.79E+01;1.55E+01;1;Acuana et al 2011 compilation;;;
Pisces;Anchoa mitchilli;26.0;3.53E-03;4.37E-02;1.41E-02;3.99E+00;1;Acuana et al 2011 compilation;;;
Pisces;Anchoa mitchilli;26.0;4.40E-03;8.74E-02;2.82E-02;6.40E+00;1;Acuana et al 2011 compilation;;;
Pisces;Anchoa mitchilli;26.0;3.04E-03;8.74E-02;2.82E-02;9.27E+00;1;Acuana et al 2011 compilation;;;
Pisces;Anchoa mitchilli;26.0;1.16E-02;1.75E-01;5.65E-02;4.87E+00;1;Acuana et al 2011 compilation;;;
Pisces;Anchoa mitchilli;26.0;1.16E-02;3.06E-01;9.87E-02;8.51E+00;1;Acuana et al 2011 compilation;;;
Pisces;Anchoa mitchilli;26.0;1.25E-02;3.06E-01;9.87E-02;7.90E+00;1;Acuana et al 2011 compilation;;;
Pisces;Anchoa mitchilli;26.0;3.18E-02;4.81E-01;1.55E-01;4.87E+00;1;Acuana et al 2011 compilation;;;
Pisces;Anchoa mitchilli;26.0;4.36E-02;5.68E-01;1.83E-01;4.20E+00;1;Acuana et al 2011 compilation;;;
Pisces;Anchoa mitchilli;26.0;4.20E-02;6.99E-01;2.25E-01;5.36E+00;1;Acuana et al 2011 compilation;;;
Pisces;Anchoa mitchilli;26.0;1.81E-01;3.23E+00;1.04E+00;5.75E+00;1;Acuana et al 2011 compilation;;;
Pisces;Anchoa mitchilli;26.0;1.56E-01;4.20E+00;1.35E+00;8.68E+00;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;4.56E-03;8.74E-02;2.29E-02;5.03E+00;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;6.00E-03;1.31E-01;3.44E-02;5.73E+00;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;9.48E-03;1.31E-01;3.44E-02;3.63E+00;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;6.68E-03;1.75E-01;4.60E-02;6.88E+00;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;5.08E-03;1.75E-01;4.60E-02;9.05E+00;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;7.28E-03;3.06E-01;8.04E-02;1.10E+01;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;6.88E-03;3.94E-01;1.03E-01;1.50E+01;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;9.24E-03;4.81E-01;1.26E-01;1.36E+01;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;9.76E-03;4.81E-01;1.26E-01;1.29E+01;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;2.04E-02;5.25E-01;1.38E-01;6.75E+00;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;1.86E-02;6.56E-01;1.72E-01;9.25E+00;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;1.82E-02;8.30E-01;2.18E-01;1.20E+01;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;2.49E-02;1.05E+00;2.75E-01;1.10E+01;1;Acuana et al 2011 compilation;;;
Pisces;Achirus lineatus;28.0;9.36E-02;1.53E+00;4.01E-01;4.28E+00;1;Acuana et al 2011 compilation;;;
Pisces;Archosargus rhomboidalis;26.0;5.16E-03;1.75E-01;5.65E-02;1.09E+01;1;Acuana et al 2011 compilation;;;
Pisces;Archosargus rhomboidalis;26.0;6.20E-03;2.18E-01;7.04E-02;1.13E+01;1;Acuana et al 2011 compilation;;;
Pisces;Archosargus rhomboidalis;26.0;9.48E-03;1.75E-01;5.65E-02;5.96E+00;1;Acuana et al 2011 compilation;;;
Pisces;Archosargus rhomboidalis;26.0;1.34E-02;3.94E-01;1.27E-01;9.46E+00;1;Acuana et al 2011 compilation;;;
Pisces;Archosargus rhomboidalis;26.0;1.80E-02;4.37E-01;1.41E-01;7.82E+00;1;Acuana et al 2011 compilation;;;
Pisces;Archosargus rhomboidalis;26.0;2.05E-02;3.94E-01;1.27E-01;6.19E+00;1;Acuana et al 2011 compilation;;;
Pisces;Archosargus rhomboidalis;26.0;1.86E-02;4.81E-01;1.55E-01;8.33E+00;1;Acuana et al 2011 compilation;;;
Pisces;Archosargus rhomboidalis;26.0;3.00E-02;7.43E-01;2.39E-01;7.98E+00;1;Acuana et al 2011 compilation;;;
Pisces;Archosargus rhomboidalis;26.0;3.17E-02;7.87E-01;2.54E-01;8.00E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;4.0;2.53E-02;1.31E-01;4.07E-01;1.61E+01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;4.0;2.53E-02;1.75E-01;5.44E-01;2.15E+01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;4.0;3.11E-02;1.31E-01;4.07E-01;1.31E+01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;4.0;3.67E-02;2.18E-01;6.78E-01;1.85E+01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;4.0;5.06E-02;2.18E-01;6.78E-01;1.34E+01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;4.0;2.42E-02;2.18E-01;6.78E-01;2.80E+01;1;Acuana et al 2011 compilation;;;
