Group;Species;Temp;Body mass;Respiration;Respiratio 15 C;Spec Resp 15C ;Source;Source;;;
Pisces;NA;24.0;6.07E+02;7.49E+02;2.97E+02;4.89E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;6.07E+02;1.11E+03;1.85E+03;3.05E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.5;6.73E+02;1.87E+03;1.60E+03;2.38E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;22.0;6.67E+02;4.73E+02;2.30E+02;3.45E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;6.07E+02;8.37E+02;1.40E+03;2.31E+00;1;Acuana et al 2011 compilation;;;
Pisces;Brevoortia tyrannus;10.0;1.37E+03;1.95E+03;3.26E+03;2.38E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;11.5;1.92E+04;1.49E+04;2.13E+04;1.11E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;6.79E+02;1.96E+03;6.99E+02;1.03E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;20.3;6.79E+02;2.02E+03;1.17E+03;1.72E+00;1;Acuana et al 2011 compilation;;;
Pisces;Brevoortia tyrannus;17.0;1.64E+03;5.55E+03;4.52E+03;2.76E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;4.22E+03;1.11E+04;8.12E+03;1.93E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;6.37E+02;1.77E+03;1.24E+03;1.94E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.0;6.49E+02;6.30E+03;4.17E+03;6.43E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;6.31E+02;1.49E+03;1.09E+03;1.73E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.0;6.31E+02;2.83E+03;1.87E+03;2.97E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;23.1;6.37E+02;1.68E+03;7.31E+02;1.15E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;22.0;6.32E+02;5.40E+03;2.62E+03;4.15E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;32.0;6.67E+02;1.24E+03;2.16E+02;3.24E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;2.37E+03;8.11E+03;4.85E+03;2.04E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;13.0;6.67E+02;1.28E+03;1.58E+03;2.36E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;17.0;6.67E+02;1.86E+03;1.51E+03;2.27E+00;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;9.86E+02;8.70E+02;3.82E+02;3.87E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;1.00E+03;3.55E+03;2.48E+03;2.48E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;12.0;1.03E+03;1.83E+03;2.49E+03;2.42E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.5;1.00E+03;3.23E+03;2.03E+03;2.03E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;20.0;9.16E+02;4.09E+03;2.45E+03;2.67E+00;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;9.51E+02;9.05E+02;3.97E+02;4.17E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;9.10E+02;1.47E+03;5.25E+02;5.76E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;9.71E+02;3.05E+03;1.82E+03;1.87E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;9.65E+02;2.79E+03;9.97E+02;1.03E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.6;9.52E+02;2.04E+03;1.91E+03;2.01E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;17.4;9.71E+02;3.68E+03;2.88E+03;2.96E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;21.0;2.61E+03;5.43E+03;2.93E+03;1.12E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.0;1.03E+03;4.28E+02;2.83E+02;2.75E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;3.76E+03;7.75E+03;5.40E+03;1.44E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;2.40E+03;1.70E+03;1.19E+03;4.95E-01;1;Acuana et al 2011 compilation;;;
Pisces;Brevoortia tyrannus;20.0;3.30E+02;1.88E+03;1.12E+03;3.40E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;4.25E+02;4.99E+02;8.36E+02;1.97E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;30.0;3.03E+02;3.82E+02;8.15E+01;2.69E-01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;6.79E+04;6.98E+04;9.51E+04;1.40E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;17.0;7.89E+02;1.83E+03;1.49E+03;1.89E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;8.92E+02;1.75E+03;2.39E+03;2.68E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;4.94E+04;4.19E+04;4.19E+04;8.48E-01;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;17.2;8.31E+02;7.13E+03;5.68E+03;6.84E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;8.19E+02;3.33E+03;2.32E+03;2.83E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;1.27E+03;1.91E+03;1.33E+03;1.05E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;26.0;1.88E+04;1.29E+04;4.16E+03;2.22E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;8.49E+02;1.16E+03;1.16E+03;1.36E+00;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;5.5;8.37E+02;1.23E+03;3.28E+03;3.92E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;8.49E+02;1.51E+03;1.51E+03;1.78E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;35.0;9.10E+02;2.12E+03;2.70E+02;2.96E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.5;9.10E+02;2.49E+03;1.56E+03;1.72E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;15.0;3.09E+04;3.07E+04;3.07E+04;9.95E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;6.07E+02;1.52E+03;9.07E+02;1.49E+00;1;Acuana et al 2011 compilation;;;
Pisces;Notothenia coriiceps;0.5;1.15E+04;9.49E+03;4.22E+04;3.67E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gymnodraco acuticeps;-0.9;4.51E+03;2.56E+03;1.31E+04;2.91E+00;1;Acuana et al 2011 compilation;;;
Pisces;Notothenia rossii;5.0;2.43E+04;2.94E+04;8.23E+04;3.38E+00;1;Acuana et al 2011 compilation;;;
Pisces;Pagetopsis macropterus;0.0;4.61E+03;1.34E+03;6.29E+03;1.36E+00;1;Acuana et al 2011 compilation;;;
Pisces;Pagothenia borchgrevinki;-0.9;6.55E+03;3.84E+03;1.97E+04;3.01E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gymnodraco acuticeps;-0.3;5.29E+03;2.20E+03;1.06E+04;2.01E+00;1;Acuana et al 2011 compilation;;;
Pisces;Notothenia gibberifrons;0.3;2.85E+04;7.94E+03;3.61E+04;1.27E+00;1;Acuana et al 2011 compilation;;;
Pisces;Trematomus pennellii;-0.9;1.11E+04;5.81E+03;2.98E+04;2.69E+00;1;Acuana et al 2011 compilation;;;
Pisces;Notothenia magellanica;2.8;1.21E+04;1.43E+04;5.02E+04;4.15E+00;1;Acuana et al 2011 compilation;;;
Pisces;Pagothenia borchgrevinki;0.5;5.47E+03;1.94E+03;8.63E+03;1.58E+00;1;Acuana et al 2011 compilation;;;
Pisces;Boreogadus saida;0.0;8.74E+02;5.40E+02;2.53E+03;2.89E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus ogac;0.0;1.09E+04;8.34E+03;3.91E+04;3.59E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;26.0;3.55E+02;4.39E+02;1.41E+02;3.98E-01;1;Acuana et al 2011 compilation;;;
Pisces;Boreogadus saida;1.0;6.67E+03;1.39E+03;5.88E+03;8.81E-01;1;Acuana et al 2011 compilation;;;
Pisces;Boreogadus saida;0.2;3.96E+02;2.40E+02;1.10E+03;2.78E+00;1;Acuana et al 2011 compilation;;;
Pisces;Trematomus bernacchii;-0.9;1.08E+04;6.48E+03;3.33E+04;3.09E+00;1;Acuana et al 2011 compilation;;;
Pisces;Channichthys rhinoceratus;4.8;1.21E+04;1.18E+04;3.36E+04;2.78E+00;1;Acuana et al 2011 compilation;;;
Pisces;Pseudochaenichthys georginus;0.5;2.17E+03;1.04E+03;4.62E+03;2.13E+00;1;Acuana et al 2011 compilation;;;
Pisces;Boreogadus saida;0.0;8.16E+02;3.33E+02;1.56E+03;1.91E+00;1;Acuana et al 2011 compilation;;;
Pisces;Boreogadus saida;0.1;4.43E+02;4.77E+02;2.21E+03;4.99E+00;1;Acuana et al 2011 compilation;;;
Pisces;Trematomus bernacchii;0.1;3.35E+03;5.07E+02;2.35E+03;7.02E-01;1;Acuana et al 2011 compilation;;;
Pisces;Boreogadus saida;1.4;4.91E+02;4.47E+02;1.82E+03;3.70E+00;1;Acuana et al 2011 compilation;;;
Pisces;Notothenia rossii;0.0;6.07E+04;2.81E+04;1.32E+05;2.17E+00;1;Acuana et al 2011 compilation;;;
Pisces;Boreogadus saida;0.6;1.23E+03;1.01E+03;4.44E+03;3.61E+00;1;Acuana et al 2011 compilation;;;
Pisces;Channichthys rhinoceratus;5.5;1.21E+04;1.01E+04;2.68E+04;2.22E+00;1;Acuana et al 2011 compilation;;;
Pisces;Notothenia cyanobrancha;4.5;1.21E+04;1.62E+04;4.76E+04;3.94E+00;1;Acuana et al 2011 compilation;;;
Pisces;Notothenia magellanica;5.3;1.21E+04;1.37E+04;3.72E+04;3.08E+00;1;Acuana et al 2011 compilation;;;
Pisces;Notothenia rossii;2.6;2.43E+04;2.69E+04;9.65E+04;3.97E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;2.0;9.22E+03;7.39E+03;2.82E+04;3.06E+00;1;Acuana et al 2011 compilation;;;
Pisces;Notothenia coriiceps;1.1;6.07E+04;4.05E+04;1.70E+05;2.79E+00;1;Acuana et al 2011 compilation;;;
Pisces;Trematomus hansoni;-0.9;8.80E+03;6.93E+03;3.56E+04;4.05E+00;1;Acuana et al 2011 compilation;;;
Pisces;Notothenia coriiceps;0.3;6.07E+04;2.11E+04;9.56E+04;1.58E+00;1;Acuana et al 2011 compilation;;;
;;;;;;;1;;;;
Cnidaria;Aglantha digitale;6.8;4.96E-01;4.29E+00;9.98E+00;2.01E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aglantha digitale;10.2;6.33E-01;5.64E+00;9.25E+00;1.46E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Liriope tetraphylla;27.0;3.18E-01;8.50E-01;2.47E-01;7.77E-01;1;Acuana et al 2011 compilation;;;
Cnidaria;Liriope tetraphylla;26.9;4.38E-01;1.90E+00;5.58E-01;1.27E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Diphyes dispar;26.7;4.00E-01;1.28E+00;3.85E-01;9.61E-01;1;Acuana et al 2011 compilation;;;
Cnidaria;Diphyes sp.;27.0;5.08E-01;2.54E+00;7.37E-01;1.45E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Abyla leuckarti ?;27.5;2.53E-01;8.92E-01;2.46E-01;9.73E-01;1;Acuana et al 2011 compilation;;;
Cnidaria;Crystallomia sp.;26.9;3.34E+00;1.18E+01;3.45E+00;1.03E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Metrtensiidae sp.;-1.6;1.56E+01;1.27E+01;7.03E+01;4.51E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Diphyes antarctica;-1.8;6.58E+00;1.55E+00;8.72E+00;1.33E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Diphyes antarctica;-1.7;1.41E+01;5.88E+00;3.28E+01;2.33E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;1.12E+01;5.43E+01;3.25E+01;2.90E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;4.46E+01;5.35E+01;3.19E+01;7.16E-01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;6.70E+01;5.28E+01;3.15E+01;4.71E-01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;4.46E+01;2.17E+02;1.30E+02;2.91E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;7.81E+01;2.71E+02;1.62E+02;2.08E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;1.12E+02;2.70E+02;1.62E+02;1.44E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;1.23E+02;5.43E+02;3.25E+02;2.64E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;1.79E+02;3.23E+02;1.93E+02;1.08E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;2.01E+02;4.87E+02;2.91E+02;1.45E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;2.68E+02;8.67E+02;5.18E+02;1.93E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;2.90E+02;1.19E+03;7.14E+02;2.46E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;3.01E+02;1.14E+03;6.79E+02;2.26E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;3.46E+02;1.14E+03;6.79E+02;1.96E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;3.91E+02;1.35E+03;8.08E+02;2.07E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;3.91E+02;1.47E+03;8.78E+02;2.24E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;4.13E+02;1.41E+03;8.43E+02;2.04E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;6.14E+02;2.16E+03;1.29E+03;2.11E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;6.92E+02;2.06E+03;1.23E+03;1.78E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;7.37E+02;2.71E+03;1.62E+03;2.20E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;7.70E+02;2.60E+03;1.56E+03;2.02E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;7.93E+02;2.33E+03;1.39E+03;1.76E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;8.04E+02;3.14E+03;1.88E+03;2.34E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;8.59E+02;3.31E+03;1.98E+03;2.30E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;20.0;1.18E+03;4.06E+03;2.43E+03;2.06E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;1.00E+02;1.12E+03;2.93E+02;2.93E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;2.46E+02;2.11E+03;5.52E+02;2.24E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;2.46E+02;2.72E+03;7.14E+02;2.90E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;2.79E+02;3.72E+03;9.76E+02;3.50E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;3.68E+02;3.09E+03;8.11E+02;2.20E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;4.35E+02;3.46E+03;9.06E+02;2.08E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;4.13E+02;3.58E+03;9.40E+02;2.28E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;4.02E+02;4.21E+03;1.10E+03;2.75E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;3.68E+02;4.95E+03;1.30E+03;3.53E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;5.02E+02;4.57E+03;1.20E+03;2.39E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;5.58E+02;4.45E+03;1.17E+03;2.09E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;5.36E+02;4.94E+03;1.30E+03;2.42E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;5.02E+02;5.57E+03;1.46E+03;2.91E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;6.47E+02;5.82E+03;1.53E+03;2.36E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;7.26E+02;7.30E+03;1.92E+03;2.64E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;9.15E+02;5.67E+03;1.49E+03;1.62E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;9.38E+02;6.04E+03;1.58E+03;1.69E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;8.93E+02;6.17E+03;1.62E+03;1.81E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;9.04E+02;6.67E+03;1.75E+03;1.93E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;9.26E+02;6.91E+03;1.81E+03;1.96E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;1.06E+03;6.16E+03;1.62E+03;1.52E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;1.06E+03;6.41E+03;1.68E+03;1.59E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;1.08E+03;6.40E+03;1.68E+03;1.55E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;1.32E+03;7.39E+03;1.94E+03;1.47E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;1.37E+03;8.01E+03;2.10E+03;1.53E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;1.64E+03;8.36E+03;2.19E+03;1.34E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;1.76E+03;8.85E+03;2.32E+03;1.32E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;28.0;1.79E+03;1.02E+04;2.67E+03;1.49E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.25E-02;4.94E-01;4.94E-01;3.95E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.68E-02;4.57E-01;4.57E-01;2.72E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.68E-02;5.33E-01;5.33E-01;3.17E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;2.00E-02;7.77E-01;7.77E-01;3.89E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;4.25E-02;6.68E-01;6.68E-01;1.57E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.69E-02;6.20E-01;6.20E-01;1.09E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.69E-02;8.38E-01;8.38E-01;1.47E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.69E-02;1.05E+00;1.05E+00;1.84E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;9.06E-02;8.38E-01;8.38E-01;9.25E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.44E-01;9.05E-01;9.05E-01;6.28E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.44E-01;9.75E-01;9.75E-01;6.77E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.36E-01;1.14E+00;1.14E+00;8.35E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.93E-01;1.22E+00;1.22E+00;6.34E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;2.30E-01;1.43E+00;1.43E+00;6.22E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.93E-01;1.93E+00;1.93E+00;9.99E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;2.58E-01;1.65E+00;1.65E+00;6.41E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;3.88E-01;1.43E+00;1.43E+00;3.68E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.18E-01;1.65E+00;1.65E+00;3.19E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.82E-01;1.65E+00;1.65E+00;2.84E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;4.89E-01;3.04E+00;3.04E+00;6.21E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.18E-01;3.04E+00;3.04E+00;5.86E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.49E-01;3.82E+00;3.82E+00;6.96E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;6.54E-01;3.28E+00;3.28E+00;5.02E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.04E+00;5.16E+00;5.16E+00;4.96E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.17E+00;8.77E+00;8.77E+00;7.50E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.17E+00;1.18E+01;1.18E+01;1.01E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.10E+00;1.61E+01;1.61E+01;1.46E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.31E+00;1.61E+01;1.61E+01;1.23E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.97E+00;2.02E+01;2.02E+01;1.02E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;2.09E+00;1.38E+01;1.38E+01;6.61E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;2.64E+00;1.61E+01;1.61E+01;6.08E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.31E+00;1.49E+01;1.49E+01;2.80E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;6.32E+00;2.17E+01;2.17E+01;3.44E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;8.95E+00;1.45E+02;1.45E+02;1.62E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.01E+01;1.45E+02;1.45E+02;1.43E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.13E+01;1.56E+02;1.56E+02;1.38E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;2.86E+01;1.81E+02;1.81E+02;6.33E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;6.47E+01;4.86E+02;4.86E+02;7.51E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;3.18E-02;2.91E-01;2.91E-01;9.15E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;3.57E-02;2.91E-01;2.91E-01;8.15E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;3.18E-02;4.57E-01;4.57E-01;1.44E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;4.01E-02;4.94E-01;4.94E-01;1.23E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;4.51E-02;4.94E-01;4.94E-01;1.09E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.34E-02;2.27E-01;2.27E-01;1.70E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.67E-02;2.15E-01;2.15E-01;1.29E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;3.30E-02;4.84E-01;4.84E-01;1.47E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.54E-02;7.61E-01;7.61E-01;1.37E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.55E-02;9.31E-01;9.31E-01;1.68E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;6.36E-02;1.14E+00;1.14E+00;1.79E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;1.86E+00;4.92E+00;4.92E+00;2.64E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;3.49E+00;9.99E+00;9.99E+00;2.86E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.26E+00;1.35E+01;1.35E+01;2.57E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;4.60E+00;1.82E+01;1.82E+01;3.96E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;6.20E+00;1.92E+01;1.92E+01;3.10E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aurelia aurita;15.0;5.76E+02;1.70E+03;1.70E+03;2.96E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Sarsia tubulosa;17.0;2.26E-02;4.37E-01;3.55E-01;1.57E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Sarsia tubulosa;17.0;3.77E-02;5.05E-01;4.11E-01;1.09E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Sarsia tubulosa;17.0;4.29E-02;6.38E-01;5.20E-01;1.21E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Sarsia tubulosa;17.0;1.23E-01;1.49E+00;1.21E+00;9.85E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Sarsia tubulosa;17.0;1.79E-01;3.27E+00;2.66E+00;1.49E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Sarsia tubulosa;17.0;3.25E-01;4.77E+00;3.88E+00;1.19E+01;1;Acuana et al 2011 compilation;;;
Cnidaria;Sarsia tubulosa;17.0;3.61E-01;3.78E+00;3.08E+00;8.52E+00;1;Acuana et al 2011 compilation;;;
Cnidaria;Aequorea vitrina;15.0;1.31E-01;3.18E-01;3.18E-01;2.43E+00;1;Acuana et al 2011 compilation;;;
